Lookup Key,Name,Position,Salary Cap,Team,Position Group,Abbreviation,Bye Week
QBRussell WilsonNYG,Russell Wilson,QB,"$11,029,412 ",New York Giants,QB,NYG,14
KRyan CoeTB,Ryan Coe,K,"$841,666 ",Tampa Bay Buccaneers,K,TB,9
DBRyan CooperNYJ,Ryan Cooper,CB,"$840,000 ",New York Jets,DB,NYJ,9
KRyan FitzgeraldCAR,Ryan Fitzgerald,K,"$845,000 ",Carolina Panthers,K,CAR,14
WRRyan FlournoyDAL,Ryan Flournoy,WR,"$994,597 ",Dallas Cowboys,WR,DAL,10
WRRyan MillerTB,Ryan Miller,WR,"$960,000 ",Tampa Bay Buccaneers,WR,TB,9
PRyan RehkowCIN,Ryan Rehkow,P,"$960,000 ",Cincinnati Bengals,P,CIN,10
PRyan StonehouseMIA,Ryan Stonehouse,P,"$1,725,000 ",Miami Dolphins,P,MIA,12
PRyan WrightMIN,Ryan Wright,P,"$1,750,000 ",Minnesota Vikings,P,MIN,6
DLRylie MillsSEA,Rylie Mills,DT,"$956,875 ",Seattle Seahawks,DL,SEA,8
DLSai'vion JonesDEN,Sai'vion Jones,DE,"$1,120,215 ",Denver Broncos,DL,DEN,12
TESal CannellaCLE,Sal Cannella,TE,"$840,000 ",Cleveland Browns,TE,CLE,9
RBSalvon AhmedIND,Salvon Ahmed,RB,"$1,030,000 ",Indianapolis Colts,RB,IND,11
QBSam DarnoldSEA,Sam Darnold,QB,"$13,400,000 ",Seattle Seahawks,QB,SEA,8
QBSam EhlingerDEN,Sam Ehlinger,QB,"$1,197,500 ",Denver Broncos,QB,DEN,12
DBSam FranklinDEN,Sam Franklin,S,"$1,337,500 ",Denver Broncos,DB,DEN,12
QBSam HartmanWAS,Sam Hartman,QB,"$960,000 ",Washington Commanders,QB,WAS,12
QBSam HowellMIN,Sam Howell,QB,"$1,100,000 ",Minnesota Vikings,QB,MIN,6
DLSam KamaraCLE,Sam Kamara,DT,"$1,100,000 ",Cleveland Browns,DL,CLE,9
TESam LaPortaDET,Sam LaPorta,TE,"$2,581,634 ",Detroit Lions,TE,DET,8
PSam MartinCAR,Sam Martin,P,"$1,600,000 ",Carolina Panthers,P,CAR,14
DLSam OkuayinonuSF,Sam Okuayinonu,DE,"$1,030,000 ",San Francisco 49ers,DL,SF,14
DLSam RobertsCAR,Sam Roberts,DT,"$1,100,000 ",Carolina Panthers,DL,CAR,14
DBSam WebbLV,Sam Webb,CB,"$1,100,000 ",Las Vegas Raiders,DB,LV,8
DLSam WilliamsDAL,Sam Williams,DE,"$1,980,444 ",Dallas Cowboys,DL,DAL,10
RBSamaje PerineCIN,Samaje Perine,RB,"$1,600,000 ",Cincinnati Bengals,RB,CIN,10
WRSamori ToureCHI,Samori Toure,WR,"$1,030,000 ",Chicago Bears,WR,CHI,5
DLSamson EbukamIND,Samson Ebukam,DE,"$10,490,000 ",Indianapolis Colts,DL,IND,11
DBSamuel WomackIND,Samuel Womack,CB,"$1,100,000 ",Indianapolis Colts,DB,IND,11
DBSanoussi KaneBAL,Sanoussi Kane,S,"$980,733 ",Baltimore Ravens,DB,BAL,7
RBSaquon BarkleyPHI,Saquon Barkley,RB,"$6,661,000 ",Philadelphia Eagles,RB,PHI,9
WRSavion WilliamsGB,Savion Williams,WR,"$1,144,082 ",Green Bay Packers,WR,GB,5
RBScott MatlockLAC,Scott Matlock,FB,"$1,073,074 ",Los Angeles Chargers,RB,LAC,12
WRScotty MillerPIT,Scotty Miller,WR,"$1,197,500 ",Pittsburgh Steelers,WR,PIT,5
QBSean CliffordGB,Sean Clifford,QB,"$960,000 ",Green Bay Packers,QB,GB,5
TESean McKeonIND,Sean McKeon,TE,"$1,030,000 ",Indianapolis Colts,TE,IND,11
RBSean TuckerTB,Sean Tucker,RB,"$1,031,666 ",Tampa Bay Buccaneers,RB,TB,9
DBSebastian CastroPIT,Sebastian Castro,S,"$848,333 ",Pittsburgh Steelers,DB,PIT,5
DLSebastian JosephTEN,Sebastian Joseph,DT,"$6,500,000 ",Tennessee Titans,DL,TEN,10
DLSebastian ValdezSF,Sebastian Valdez,DT,"$845,000 ",San Francisco 49ers,DL,SF,14
LBSegun OlubiIND,Segun Olubi,ILB,"$1,030,000 ",Indianapolis Colts,LB,IND,11
QBSeth HeniganJAC,Seth Henigan,QB,"$846,666 ",Jacksonville Jaguars,QB,JAC,8
LBShaka HeywardCIN,Shaka Heyward,OLB,"$960,000 ",Cincinnati Bengals,LB,CIN,10
QBShane BuecheleBUF,Shane Buechele,QB,"$1,030,000 ",Buffalo Bills,QB,BUF,7
TEShane ZylstraDET,Shane Zylstra,TE,"$1,100,000 ",Detroit Lions,TE,DET,8
LBShaq ThompsonBUF,Shaq Thompson,ILB,"$1,030,000 ",Buffalo Bills,LB,BUF,7
DBShaquan LoyalCIN,Shaquan Loyal,S,"$850,000 ",Cincinnati Bengals,DB,CIN,10
DBShaquill GriffinSEA,Shaquill Griffin,CB,"$3,000,000 ",Seattle Seahawks,DB,SEA,8
LBShaun DolacLAR,Shaun Dolac,LB,"$848,333 ",Los Angeles Rams,LB,LAR,8
DBShaun JollyLAR,Shaun Jolly,CB,"$1,030,000 ",Los Angeles Rams,DB,LAR,8
DBShaun WadeCHI,Shaun Wade,CB,"$1,100,000 ",Chicago Bears,DB,CHI,5
DBShavon Revel Jr.DAL,Shavon Revel Jr.,CB,"$1,183,044 ",Dallas Cowboys,DB,DAL,10
TEShawn BowmanJAC,Shawn Bowman,TE,"$840,000 ",Jacksonville Jaguars,TE,JAC,8
QBShedeur SandersCLE,Shedeur Sanders,QB,"$951,845 ",Cleveland Browns,QB,CLE,9
WRShedrick JacksonLV,Shedrick Jackson,WR,"$960,000 ",Las Vegas Raiders,WR,LV,8
DLShelby HarrisCLE,Shelby Harris,DT,"$2,778,000 ",Cleveland Browns,DL,CLE,9
DLSheldon DayWAS,Sheldon Day,DT,"$1,097,500 ",Washington Commanders,DL,WAS,12
DLSheldon RankinsHOU,Sheldon Rankins,DT,"$2,808,824 ",Houston Texans,DL,HOU,6
DBShemar BartholomewCAR,Shemar Bartholomew,CB,"$960,000 ",Carolina Panthers,DB,CAR,14
LBShemar JamesDAL,Shemar James,LB,"$945,859 ",Dallas Cowboys,LB,DAL,10
DBShemar Jean-CharlesSEA,Shemar Jean-Charles,CB,"$1,080,000 ",Seattle Seahawks,DB,SEA,8
DLShemar StewartCIN,Shemar Stewart,DE,"$2,608,960 ",Cincinnati Bengals,DL,CIN,10
DLShemar TurnerCHI,Shemar Turner,DT,"$1,312,779 ",Chicago Bears,DL,CHI,5
DBShilo SandersTB,Shilo Sanders,S,"$840,524 ",Tampa Bay Buccaneers,DB,TB,9
RBShunDerrick PowellPHI,ShunDerrick Powell,RB,"$844,500 ",Philadelphia Eagles,RB,PHI,9
DLShy TuttleCAR,Shy Tuttle,DT,"$5,731,668 ",Carolina Panthers,DL,CAR,14
WRSilas BoldenMIN,Silas Bolden,WR,"$845,000 ",Minnesota Vikings,WR,MIN,6
DLSimeon BarrowATL,Simeon Barrow,DT,"$850,000 ",Atlanta Falcons,DL,ATL,5
WRSimi FehokoARI,Simi Fehoko,WR,"$1,615,000 ",Arizona Cardinals,WR,ARI,8
RBSincere McCormickLV,Sincere McCormick,RB,"$960,000 ",Las Vegas Raiders,RB,LV,8
RBSione VakiDET,Sione Vaki,RB,"$1,092,177 ",Detroit Lions,RB,DET,8
DBSiran NealSF,Siran Neal,S,"$1,650,000 ",San Francisco 49ers,DB,SF,14
LBSirVocea DennisTB,SirVocea Dennis,LB,"$1,109,331 ",Tampa Bay Buccaneers,LB,TB,9
QBSkylar ThompsonPIT,Skylar Thompson,QB,"$1,100,000 ",Pittsburgh Steelers,QB,PIT,5
WRSkyy MooreSF,Skyy Moore,WR,"$2,052,433 ",San Francisco 49ers,WR,SF,14
LBSmael Mondon Jr.PHI,Smael Mondon Jr.,LB,"$938,865 ",Philadelphia Eagles,LB,PHI,9
DLSolomon ByrdHOU,Solomon Byrd,DE,"$840,000 ",Houston Texans,DL,HOU,6
LBSolomon DeshieldsIND,Solomon Deshields,LB,"$843,333 ",Indianapolis Colts,LB,IND,11
DLSolomon ThomasDAL,Solomon Thomas,DT,"$2,720,576 ",Dallas Cowboys,DL,DAL,10
QBSpencer RattlerNO,Spencer Rattler,QB,"$1,044,120 ",New Orleans Saints,QB,NO,11
KSpencer ShraderIND,Spencer Shrader,K,"$1,135,000 ",Indianapolis Colts,K,IND,11
WRStefon DiggsNE,Stefon Diggs,WR,"$8,700,000 ",New England Patriots,WR,NE,14
TEStephen CarlsonCHI,Stephen Carlson,TE,"$1,030,000 ",Chicago Bears,TE,CHI,5
WRStephen GosnellBUF,Stephen Gosnell,WR,"$845,000 ",Buffalo Bills,WR,BUF,7
WRSterling ShepardTB,Sterling Shepard,WR,"$1,750,000 ",Tampa Bay Buccaneers,WR,TB,9
QBStetson BennettLAR,Stetson Bennett,QB,"$1,204,785 ",Los Angeles Rams,QB,LAR,8
DBSteven GilmoreARI,Steven Gilmore,CB,"$960,000 ",Arizona Cardinals,DB,ARI,8
WRSteven Sims Jr.SEA,Steven Sims Jr.,WR,"$1,030,000 ",Seattle Seahawks,WR,SEA,8
TEStevo KlotzLAC,Stevo Klotz,TE,"$841,666 ",Los Angeles Chargers,TE,LAC,12
LBStone BlantonSF,Stone Blanton,LB,"$844,000 ",San Francisco 49ers,LB,SF,14
TEStone SmarttNYJ,Stone Smartt,TE,"$1,350,000 ",New York Jets,TE,NYJ,9
DBStorm DuckMIA,Storm Duck,CB,"$966,666 ",Miami Dolphins,DB,MIA,12
LBSwayze BozemanCHI,Swayze Bozeman,OLB,"$960,000 ",Chicago Bears,LB,CHI,5
DBSydney BrownPHI,Sydney Brown,S,"$1,567,090 ",Philadelphia Eagles,DB,PHI,9
LBT.J. EdwardsCHI,T.J. Edwards,OLB,"$5,333,333 ",Chicago Bears,LB,CHI,5
TET.J. HockensonMIN,T.J. Hockenson,TE,"$16,649,118 ",Minnesota Vikings,TE,MIN,6
WRT.J. LutherCAR,T.J. Luther,WR,"$840,000 ",Carolina Panthers,WR,CAR,14
DBT.J. MooreNYG,T.J. Moore,S,"$840,333 ",New York Giants,DB,NYG,14
DLT.J. SandersBUF,T.J. Sanders,DT,"$1,935,529 ",Buffalo Bills,DL,BUF,7
WRT.J. SheffieldTEN,T.J. Sheffield,WR,"$840,000 ",Tennessee Titans,WR,TEN,10
DBT.J. TampaBAL,T.J. Tampa,CB,"$1,134,614 ",Baltimore Ravens,DB,BAL,7
LBT.J. WattPIT,T.J. Watt,OLB,"$23,368,694 ",Pittsburgh Steelers,LB,PIT,5
DLT'Vondre SweatTEN,T'Vondre Sweat,DT,"$2,171,009 ",Tennessee Titans,DL,TEN,10
DLTa'Quon GrahamATL,Ta'Quon Graham,DE,"$1,337,500 ",Atlanta Falcons,DL,ATL,5
RBTahj BrooksCIN,Tahj Brooks,RB,"$897,714 ",Cincinnati Bengals,RB,CIN,10
WRTahj WashingtonMIA,Tahj Washington,WR,"$862,599 ",Miami Dolphins,WR,MIA,12
WRTai FeltonMIN,Tai Felton,WR,"$1,120,215 ",Minnesota Vikings,WR,MIN,6
DLTaki TaimaniMIN,Taki Taimani,DT,"$961,666 ",Minnesota Vikings,DL,MIN,6
DBTalanoa HufangaDEN,Talanoa Hufanga,S,"$3,411,764 ",Denver Broncos,DB,DEN,12
RBTank BigsbyJAC,Tank Bigsby,RB,"$1,470,786 ",Jacksonville Jaguars,RB,JAC,8
WRTank DellHOU,Tank Dell,WR,"$1,551,574 ",Houston Texans,WR,HOU,6
WRTanner ConnerMIA,Tanner Conner,WR,"$1,100,000 ",Miami Dolphins,WR,MIA,12
TETanner HudsonCIN,Tanner Hudson,TE,"$1,030,000 ",Cincinnati Bengals,TE,CIN,10
DBTanner McCalisterNYJ,Tanner McCalister,S,"$1,030,000 ",New York Jets,DB,NYJ,9
QBTanner McKeePHI,Tanner McKee,QB,"$1,076,630 ",Philadelphia Eagles,QB,PHI,9
TETanner McLachlanCIN,Tanner McLachlan,TE,"$1,005,764 ",Cincinnati Bengals,TE,CIN,10
TETanner TaulaTB,Tanner Taula,TE,"$840,000 ",Tampa Bay Buccaneers,TE,TB,9
DLTanoh KpassagnonCHI,Tanoh Kpassagnon,DE,"$1,030,000 ",Chicago Bears,DL,CHI,5
DBTarheeb StillLAC,Tarheeb Still,CB,"$1,053,930 ",Los Angeles Chargers,DB,LAC,12
WRTarik BlackMIA,Tarik Black,WR,"$840,000 ",Miami Dolphins,WR,MIA,12
DBTariq Castro-FieldsPHI,Tariq Castro-Fields,CB,"$1,100,000 ",Philadelphia Eagles,DB,PHI,9
DBTariq WoolenSEA,Tariq Woolen,CB,"$5,429,054 ",Seattle Seahawks,DB,SEA,8
DBTaron JohnsonBUF,Taron Johnson,CB,"$8,010,000 ",Buffalo Bills,DB,BUF,7
LBTatum BethuneSF,Tatum Bethune,LB,"$980,452 ",San Francisco 49ers,LB,SF,14
DLTaven BryanCIN,Taven Bryan,DT,"$1,197,500 ",Cincinnati Bengals,DL,CIN,10
DBTavierre ThomasMIN,Tavierre Thomas,CB,"$2,000,000 ",Minnesota Vikings,DB,MIN,6
LBTavius RobinsonBAL,Tavius Robinson,OLB,"$1,210,141 ",Baltimore Ravens,LB,BAL,7
QBTaylor ElgersmaGB,Taylor Elgersma,QB,"$841,000 ",Green Bay Packers,QB,GB,5
QBTaylor HeinickeLAC,Taylor Heinicke,QB,"$2,500,000 ",Los Angeles Chargers,QB,LAC,12
WRTaylor MorinPHI,Taylor Morin,WR,"$841,666 ",Philadelphia Eagles,WR,PHI,9
DBTaylor RappBUF,Taylor Rapp,S,"$3,666,666 ",Buffalo Bills,DB,BUF,7
TETaysom HillNO,Taysom Hill,TE,"$17,986,500 ",New Orleans Saints,TE,NO,11
DBTe'Cory CouchBUF,Te'Cory Couch,CB,"$844,250 ",Buffalo Bills,DB,BUF,7
TETeagan QuitorianoATL,Teagan Quitoriano,TE,"$1,100,000 ",Atlanta Falcons,TE,ATL,5
DLTeair TartLAC,Teair Tart,DT,"$4,500,000 ",Los Angeles Chargers,DL,LAC,12
DLTedarrell SlatonCIN,Tedarrell Slaton,DT,"$5,440,000 ",Cincinnati Bengals,DL,CIN,10
LBTeddye BuchananBAL,Teddye Buchanan,LB,"$1,065,724 ",Baltimore Ravens,LB,BAL,7
WRTee HigginsCIN,Tee Higgins,WR,"$24,061,765 ",Cincinnati Bengals,WR,CIN,10
DLTeRah EdwardsLAC,TeRah Edwards,DT,"$843,333 ",Los Angeles Chargers,DL,LAC,12
DBTerell SmithCHI,Terell Smith,CB,"$1,098,971 ",Chicago Bears,DB,CHI,5
WRTerrace MarshallPHI,Terrace Marshall,WR,"$1,055,000 ",Philadelphia Eagles,WR,PHI,9
LBTerrel BernardBUF,Terrel Bernard,ILB,"$2,528,248 ",Buffalo Bills,LB,BUF,7
DBTerrell BurgessNO,Terrell Burgess,S,"$1,030,000 ",New Orleans Saints,DB,NO,11
RBTerrell JenningsNE,Terrell Jennings,RB,"$960,000 ",New England Patriots,RB,NE,14
TETerrence FergusonLAR,Terrence Ferguson,TE,"$1,766,083 ",Los Angeles Rams,TE,LAR,8
DBTerrion ArnoldDET,Terrion Arnold,CB,"$3,259,934 ",Detroit Lions,DB,DET,8
WRTerry McLaurinWAS,Terry McLaurin,WR,"$25,500,000 ",Washington Commanders,WR,WAS,12
DLTershawn WhartonCAR,Tershawn Wharton,DT,"$6,533,333 ",Carolina Panthers,DL,CAR,14
WRTetairoa McMillanCAR,Tetairoa McMillan,WR,"$5,078,253 ",Carolina Panthers,WR,CAR,14
WRTez JohnsonTB,Tez Johnson,WR,"$870,985 ",Tampa Bay Buccaneers,WR,TB,9
DBTheo JacksonMIN,Theo Jackson,S,"$2,100,000 ",Minnesota Vikings,DB,MIN,6
TETheo JohnsonNYG,Theo Johnson,TE,"$1,167,859 ",New York Giants,TE,NYG,14
WRTheo Wease Jr.MIA,Theo Wease Jr.,WR,"$845,000 ",Miami Dolphins,WR,MIA,12
DLThomas BookerLV,Thomas Booker,DT,"$1,030,000 ",Las Vegas Raiders,DL,LV,8
TEThomas Fidone IINYG,Thomas Fidone II,TE,"$877,379 ",New York Giants,TE,NYG,14
TEThomas GordonCHI,Thomas Gordon,TE,"$840,000 ",Chicago Bears,TE,CHI,5
DBThomas HarperLV,Thomas Harper,S,"$960,000 ",Las Vegas Raiders,DB,LV,8
LBThomas IncoomCAR,Thomas Incoom,OLB,"$1,030,000 ",Carolina Panthers,LB,CAR,14
PThomas MorsteadSF,Thomas Morstead,P,"$1,197,500 ",San Francisco 49ers,P,SF,14
TEThomas OdukoyaTEN,Thomas Odukoya,TE,"$960,000 ",Tennessee Titans,TE,TEN,10
QBTim BoyleTEN,Tim Boyle,QB,"$1,030,000 ",Tennessee Titans,QB,TEN,10
WRTim JonesMIN,Tim Jones,WR,"$1,870,000 ",Minnesota Vikings,WR,MIN,6
WRTim PatrickJAC,Tim Patrick,WR,"$2,500,000 ",Jacksonville Jaguars,WR,JAC,8
DLTim SettleHOU,Tim Settle,DT,"$4,000,000 ",Houston Texans,DL,HOU,6
DLTim SmithIND,Tim Smith,DT,"$898,590 ",Indianapolis Colts,DL,IND,11
DLTimothy HorneTEN,Timothy Horne,DT,"$1,100,000 ",Tennessee Titans,DL,TEN,10
TETip ReimanARI,Tip Reiman,TE,"$1,315,889 ",Arizona Cardinals,TE,ARI,8
RBToa TauaCLE,Toa Taua,RB,"$840,000 ",Cleveland Browns,RB,CLE,9
WRTom KennedyDET,Tom Kennedy,WR,"$1,100,000 ",Detroit Lions,WR,DET,8
DLTommy AkingbesoteDAL,Tommy Akingbesote,DT,"$865,756 ",Dallas Cowboys,DL,DAL,10
QBTommy DeVitoNYG,Tommy DeVito,QB,"$1,030,000 ",New York Giants,QB,NYG,14
LBTommy EichenbergLV,Tommy Eichenberg,LB,"$1,044,428 ",Las Vegas Raiders,LB,LV,8
WRTommy MellottLV,Tommy Mellott,WR,"$883,570 ",Las Vegas Raiders,WR,LV,8
DLTommy TogiaiHOU,Tommy Togiai,DT,"$1,270,882 ",Houston Texans,DL,HOU,6
PTommy TownsendHOU,Tommy Townsend,P,"$3,775,000 ",Houston Texans,P,HOU,6
TETommy TrembleCAR,Tommy Tremble,TE,"$3,850,000 ",Carolina Panthers,TE,CAR,14
LBTomon FoxNYG,Tomon Fox,OLB,"$1,030,000 ",New York Giants,LB,NYG,14
DLTonka HemingwayLV,Tonka Hemingway,DT,"$1,006,454 ",Las Vegas Raiders,DL,LV,8
DBTony AdamsNYJ,Tony Adams,S,"$3,263,000 ",New York Jets,DB,NYJ,9
DBTony BrownCLE,Tony Brown,CB,"$1,089,118 ",Cleveland Browns,DB,CLE,9
LBTony FieldsLAR,Tony Fields,OLB,"$1,100,000 ",Los Angeles Rams,LB,LAR,8
DBTony JeffersonLAC,Tony Jefferson,SS,"$1,055,000 ",Los Angeles Chargers,DB,LAC,12
RBTony PollardTEN,Tony Pollard,RB,"$8,470,000 ",Tennessee Titans,RB,TEN,10
WRTory HortonSEA,Tory Horton,WR,"$931,260 ",Seattle Seahawks,WR,SEA,8
LBTrace FordNYG,Trace Ford,LB,"$843,333 ",New York Giants,LB,NYG,14
WRTraeshon HoldenDAL,Traeshon Holden,WR,"$841,000 ",Dallas Cowboys,WR,DAL,10
DLTravis BellMIN,Travis Bell,DT,"$960,000 ",Minnesota Vikings,DL,MIN,6
RBTravis Etienne Jr.JAC,Travis Etienne Jr.,RB,"$6,143,000 ",Jacksonville Jaguars,RB,JAC,8
RBTravis HomerCHI,Travis Homer,RB,"$1,645,000 ",Chicago Bears,RB,CHI,5
WRTravis HunterJAC,Travis Hunter,WR,"$8,481,659 ",Jacksonville Jaguars,WR,JAC,8
DLTravis JonesBAL,Travis Jones,DT,"$3,665,847 ",Baltimore Ravens,DL,BAL,7
TETravis KelceKC,Travis Kelce,TE,"$19,801,667 ",Kansas City Chiefs,TE,KC,10
TETravis VokolekARI,Travis Vokolek,TE,"$1,030,000 ",Arizona Cardinals,TE,ARI,8
LBTravon WalkerJAC,Travon Walker,OLB,"$11,891,290 ",Jacksonville Jaguars,LB,JAC,8
RBTrayveon WilliamsCLE,Trayveon Williams,RB,"$1,030,000 ",Cleveland Browns,RB,CLE,9
DBTre AveryNE,Tre Avery,S,"$1,100,000 ",New England Patriots,DB,NE,14
DBTre BrownSF,Tre Brown,CB,"$1,670,000 ",San Francisco 49ers,DB,SF,14
DBTre FlowersCHI,Tre Flowers,CB,"$1,030,000 ",Chicago Bears,DB,CHI,5
WRTre HarrisLAC,Tre Harris,WR,"$1,421,399 ",Los Angeles Chargers,WR,LAC,12
DBTre Hawkins IIINYG,Tre Hawkins III,CB,"$1,067,380 ",New York Giants,DB,NYG,14
DBTre HerndonIND,Tre Herndon,CB,"$1,030,000 ",Indianapolis Colts,DB,IND,11
RBTre StewartMIN,Tre Stewart,RB,"$843,333 ",Minnesota Vikings,RB,MIN,6
WRTre TuckerLV,Tre Tucker,WR,"$1,446,568 ",Las Vegas Raiders,WR,LV,8
TETre WatsonKC,Tre Watson,TE,"$845,000 ",Kansas City Chiefs,TE,KC,10
DBTre'Davious WhiteBUF,Tre'Davious White,CB,"$2,880,000 ",Buffalo Bills,DB,BUF,7
DBTre'von MoehrigCAR,Tre'von Moehrig,S,"$7,200,000 ",Carolina Panthers,DB,CAR,14
LBTremaine EdmundsCHI,Tremaine Edmunds,ILB,"$17,437,500 ",Chicago Bears,LB,CHI,5
DBTremon SmithHOU,Tremon Smith,CB,"$3,000,000 ",Houston Texans,DB,HOU,6
DBTrent McDuffieKC,Trent McDuffie,CB,"$4,452,154 ",Kansas City Chiefs,DB,KC,10
WRTrent SherfieldDEN,Trent Sherfield,WR,"$2,400,000 ",Denver Broncos,WR,DEN,12
WRTrenton IrwinJAC,Trenton Irwin,WR,"$1,030,000 ",Jacksonville Jaguars,WR,JAC,8
LBTrenton SimpsonBAL,Trenton Simpson,ILB,"$1,473,955 ",Baltimore Ravens,LB,BAL,7
PTress WayWAS,Tress Way,P,"$1,422,500 ",Washington Commanders,P,WAS,12
DLTreven Ma’aeLV,Treven Ma’ae,DT,"$848,333 ",Las Vegas Raiders,DL,LV,8
RBTreVeyon HendersonNE,TreVeyon Henderson,RB,"$2,026,042 ",New England Patriots,RB,NE,14
DBTrevian ThomasCAR,Trevian Thomas,S,"$843,333 ",Carolina Panthers,DB,CAR,14
LBTrevin WallaceCAR,Trevin Wallace,ILB,"$1,354,508 ",Carolina Panthers,LB,CAR,14
DBTrevon DiggsDAL,Trevon Diggs,CB,"$12,088,237 ",Dallas Cowboys,DB,DAL,10
RBTrevor EtienneCAR,Trevor Etienne,RB,"$1,092,186 ",Carolina Panthers,RB,CAR,14
QBTrevor LawrenceJAC,Trevor Lawrence,QB,"$17,000,000 ",Jacksonville Jaguars,QB,JAC,8
DBTrey AmosWAS,Trey Amos,CB,"$1,323,640 ",Washington Commanders,DB,WAS,12
RBTrey BensonARI,Trey Benson,RB,"$1,377,183 ",Arizona Cardinals,RB,ARI,8
DLTrey HendricksonCIN,Trey Hendrickson,DE,"$21,666,668 ",Cincinnati Bengals,DL,CIN,10
QBTrey LanceLAC,Trey Lance,QB,"$2,045,000 ",Los Angeles Chargers,QB,LAC,12
TETrey McBrideARI,Trey McBride,TE,"$9,574,393 ",Arizona Cardinals,TE,ARI,8
WRTrey PalmerTB,Trey Palmer,WR,"$1,074,823 ",Tampa Bay Buccaneers,WR,TB,9
RBTrey SermonPIT,Trey Sermon,RB,"$1,030,000 ",Pittsburgh Steelers,RB,PIT,5
DBTrey TaylorLV,Trey Taylor,S,"$989,682 ",Las Vegas Raiders,DB,LV,8
DBTrey WashingtonIND,Trey Washington,S,"$842,333 ",Indianapolis Colts,DB,IND,11
DBTrikweze BridgesLAC,Trikweze Bridges,CB,"$865,418 ",Los Angeles Chargers,DB,LAC,12
WRTrishton JacksonARI,Trishton Jackson,WR,"$1,100,000 ",Arizona Cardinals,WR,ARI,8
DBTristin McCollumPHI,Tristin McCollum,CB,"$1,030,000 ",Philadelphia Eagles,DB,PHI,9
LBTroy AndersenATL,Troy Andersen,ILB,"$1,942,045 ",Atlanta Falcons,LB,ATL,5
LBTroy DyeLAC,Troy Dye,ILB,"$2,250,000 ",Los Angeles Chargers,LB,LAC,12
WRTroy FranklinDEN,Troy Franklin,WR,"$1,188,709 ",Denver Broncos,WR,DEN,12
DBTroy Pride Jr.DAL,Troy Pride Jr.,CB,"$960,000 ",Dallas Cowboys,DB,DAL,10
LBTroy ReederLAR,Troy Reeder,ILB,"$1,030,000 ",Los Angeles Rams,LB,LAR,8
WRTru EdwardsLAR,Tru Edwards,WR,"$841,666 ",Los Angeles Rams,WR,LAR,8
QBTua TagovailoaMIA,Tua Tagovailoa,QB,"$39,181,294 ",Miami Dolphins,QB,MIA,12
TETucker FiskLAC,Tucker Fisk,TE,"$1,030,000 ",Los Angeles Chargers,TE,LAC,12
TETucker KraftGB,Tucker Kraft,TE,"$1,510,345 ",Green Bay Packers,TE,GB,5
LBTuli TuipulotuLAC,Tuli Tuipulotu,OLB,"$1,792,195 ",Los Angeles Chargers,LB,LAC,12
WRTuTu AtwellLAR,TuTu Atwell,WR,"$10,000,000 ",Los Angeles Rams,WR,LAR,8
RBTy ChandlerMIN,Ty Chandler,RB,"$1,174,710 ",Minnesota Vikings,RB,MIN,6
DLTy HamiltonLAR,Ty Hamilton,DT,"$949,647 ",Los Angeles Rams,DL,LAR,8
RBTy JohnsonBUF,Ty Johnson,RB,"$1,975,000 ",Buffalo Bills,RB,BUF,7
DBTy OkadaSEA,Ty Okada,S,"$1,030,000 ",Seattle Seahawks,DB,SEA,8
DLTy RobinsonPHI,Ty Robinson,DT,"$1,098,917 ",Philadelphia Eagles,DL,PHI,9
LBTy'Ron HopperGB,Ty'Ron Hopper,LB,"$1,290,460 ",Green Bay Packers,LB,GB,5
DBTycen AndersonCIN,Tycen Anderson,S,"$1,176,521 ",Cincinnati Bengals,DB,CIN,10
RBTyjae SpearsTEN,Tyjae Spears,RB,"$1,497,441 ",Tennessee Titans,RB,TEN,10
DBTykee SmithTB,Tykee Smith,S,"$1,292,504 ",Tampa Bay Buccaneers,DB,TB,9
WRTylan WallaceBAL,Tylan Wallace,WR,"$1,356,000 ",Baltimore Ravens,WR,BAL,7
RBTyler AllgeierATL,Tyler Allgeier,RB,"$1,183,474 ",Atlanta Falcons,RB,ATL,5
RBTyler BadieDEN,Tyler Badie,RB,"$960,000 ",Denver Broncos,RB,DEN,12
DLTyler BaronNYJ,Tyler Baron,DE,"$920,054 ",New York Jets,DL,NYJ,9
KTyler BassBUF,Tyler Bass,K,"$4,670,000 ",Buffalo Bills,K,BUF,7
LBTyler BattyMIN,Tyler Batty,OLB,"$848,333 ",Minnesota Vikings,LB,MIN,6
TETyler ConklinLAC,Tyler Conklin,TE,"$3,190,000 ",Los Angeles Chargers,TE,LAC,12
DLTyler DavisLAR,Tyler Davis,DT,"$1,005,638 ",Los Angeles Rams,DL,LAR,8
RBTyler GoodsonIND,Tyler Goodson,RB,"$1,030,000 ",Indianapolis Colts,RB,IND,11
DBTyler HallSEA,Tyler Hall,CB,"$1,030,000 ",Seattle Seahawks,DB,SEA,8
TETyler HigbeeLAR,Tyler Higbee,TE,"$8,777,757 ",Los Angeles Rams,TE,LAR,8
WRTyler JohnsonNYJ,Tyler Johnson,WR,"$1,197,500 ",New York Jets,WR,NYJ,9
WRTyler KahmannIND,Tyler Kahmann,WR,"$840,666 ",Indianapolis Colts,WR,IND,11
DLTyler LacyJAC,Tyler Lacy,DE,"$1,201,781 ",Jacksonville Jaguars,DL,JAC,8
